阿巴卡韋	aa[ek ba[ku ka[ub ww[hh
仙茸護腎膠囊	xm[ru rs[ce hu[fh uf[uo jn[ol nh[hk
纖溶酶	xm[sq rs[dx mw[yr
纖溶酶注射液	xm[sq rs[dx mw[yr vu[dd ue[uc ye[dw
仙茸壯陽	xm[ru rs[ce vl[du yh[eo
仙茸壯陽口服液	xm[ru rs[ce vl[du yh[eo kz[uv fu[oe ye[dw
先瑞	xm[ne rv[wu
腺三個核苷酸	xm[ob sj[hh ge[ru he[aw gj[cg sr[ys
腺三磷	xm[ob sj[hh lb[em
先聲咳喘寧	xm[ne ug[um ke[kw ir[ku nk[gd
蘚生馬先蒿	xm[cy ug[pf ma[vv xm[ne hc[cw
涎石	xm[dp ui[ek
涎石形成	xm[dp ui[ek xk[kp ig[wv
先舒	xm[ne uu[ry
限速步驟	xm[eg su[hz bu[vu vz[me
限速反應	xm[eg su[hz fj[py yk[gx
限速因素	xm[eg su[hz yb[wd su[fy
腺酸苷	xm[ob sr[ys gj[cg
仙桃草	xm[ru tc[av cc[co
仙桃草膏	xm[ru tc[av cc[co gc[wk
仙特明	xm[ru te[nt mk[oo
先天畸形	xm[ne tm[hd ji[td xk[kp
鮮天麻	xm[yy tm[hd ma[ga
鮮天麻膠囊	xm[yy tm[hd ma[ga jn[ol nh[hk
鮮天麻蜜膏	xm[yy tm[hd ma[ga mi[gi gc[wk
先天梅毒	xm[ne tm[hd mw[ar du[fm
先天免疫	xm[ne tm[hd mm[dk yi[bj
先天性扳機拇指	xm[ne tm[hd xk[xp bj[fp ji[aj mu[fm vi[fb
先天性並趾	xm[ne tm[hd xk[xp bk[bk vi[zv
先天性並指	xm[ne tm[hd xk[xp bk[bk vi[fb
先天性脣竇道	xm[ne tm[hd xk[xp iy[ik dz[xu dc[bz
先天性代謝缺陷	xm[ne tm[hd xk[xp dd[rq xp[yu qt[pv xm[ed
先天性單趾	xm[ne tm[hd xk[xp dj[bo vi[zv
先天性單指	xm[ne tm[hd xk[xp dj[bo vi[fb
先天性膽總管擴張	xm[ne tm[hd xk[xp dj[oo zs[bx gr[vg ko[fg vh[gi
先天性短食管	xm[ne tm[hd xk[xp dr[ud ui[rl gr[vg
先天性耳前竇道	xm[ne tm[hd xk[xp er[hu qm[bo dz[xu dc[bz
先天性耳前瘻管	xm[ne tm[hd xk[xp er[hu qm[bo lz[bm gr[vg
先天性肝內膽管擴張	xm[ne tm[hd xk[xp gj[og nw[kr dj[oo gr[vg ko[fg vh[gi
先天性肛門閉鎖	xm[ne tm[hd xk[xp gh[og mf[du bi[mc so[jx
先天性肛門狹窄	xm[ne tm[hd xk[xp gh[og mf[du xx[qj vd[xv
先天性肛門直腸畸形	xm[ne tm[hd xk[xp gh[og mf[du vi[uj ih[ov ji[td xk[kp
先天性膈疝	xm[ne tm[hd xk[xp ge[oh uj[bu
先天性環狀縮窄	xm[ne tm[hd xk[xp hr[wb vl[dq so[sg vd[xv
先天性甲肥厚	xm[ne tm[hd xk[xp jx[ou fw[ob hz[io
先天性巨結腸	xm[ne tm[hd xk[xp ju[kk jp[su ih[ov
先天性巨腎盞	xm[ne tm[hd xk[xp ju[kk uf[uo vj[jm
先天性巨輸尿管	xm[ne tm[hd xk[xp ju[kk uu[ir nn[uu gr[vg
先天性髖脫位	xm[ne tm[hd xk[xp kr[gg to[ob ww[rl
先天性腦積水	xm[ne tm[hd xk[xp nc[ow ji[hk uv[uu
先天性氣管食管瘻	xm[ne tm[hd xk[xp qi[rh gr[vg ui[rl gr[vg lz[bm
先天性鞘膜積液	xm[ne tm[hd xk[xp qn[gx mo[oc ji[hk ye[dw
先天性缺肢	xm[ne tm[hd xk[xp qt[pv vi[ou
先天性缺趾	xm[ne tm[hd xk[xp qt[pv vi[zv
先天性缺指	xm[ne tm[hd xk[xp qt[pv vi[fb
先天性橈尺骨融合	xm[ne tm[hd xk[xp rc[aq ii[ud gu[ko rs[hi he[rh
先天性食管閉鎖	xm[ne tm[hd xk[xp ui[rl gr[vg bi[mc so[jx
先天性禿髮	xm[ne tm[hd xk[xp tu[hj fa[vy
先天性唾液腺缺失	xm[ne tm[hd xk[xp to[ki ye[dw xm[ob qt[pv ui[pe
先天性胃扭轉	xm[ne tm[hd xk[xp ww[to nq[fi vr[ie
先天性無臂	xm[ne tm[hd xk[xp wu[ee bi[uo
先天性無耳	xm[ne tm[hd xk[xp wu[ee er[hu
先天性無肢	xm[ne tm[hd xk[xp wu[ee vi[ou
先天性無趾	xm[ne tm[hd xk[xp wu[ee vi[zv
先天性無指	xm[ne tm[hd xk[xp wu[ee vi[fb
先天性下脣瘻管	xm[ne tm[hd xk[xp xx[hb iy[ik lz[bm gr[vg
先天性涎腺缺失	xm[ne tm[hd xk[xp xm[dp xm[ob qt[pv ui[pe
先天性胸骨後膈疝	xm[ne tm[hd xk[xp xs[ob gu[ko hz[pk ge[oh uj[bu
先天性牙齦瘤	xm[ne tm[hd xk[xp ya[hv yb[vg lq[bp
先天性異位輸尿管	xm[ne tm[hd xk[xp yi[kc ww[rl uu[ir nn[uu gr[vg
先天性陰道閉鎖	xm[ne tm[hd xk[xp yb[eo dc[bz bi[mc so[jx
先天性陰莖彎曲	xm[ne tm[hd xk[xp yb[eo jk[cs wj[yg qu[ou
先天性魚鱗癬胎兒	xm[ne tm[hd xk[xp yu[dt lb[ym xr[by td[os er[pv
先天性障礙	xm[ne tm[hd xk[xp vh[el ai[eo
先天性趾側彎	xm[ne tm[hd xk[xp vi[zv ce[rb wj[yg
先天性指側彎	xm[ne tm[hd xk[xp vi[fb ce[rb wj[yg
先天性直腸閉鎖	xm[ne tm[hd xk[xp vi[uj ih[ov bi[mc so[jx
先天性直腸狹窄	xm[ne tm[hd xk[xp vi[uj ih[ov xx[qj vd[xv
先天性指關節融合	xm[ne tm[hd xk[xp vi[fb gr[bt jp[ce rs[hi he[rh
先天性指屈曲	xm[ne tm[hd xk[xp vi[fb qu[ui qu[ou
先天性痣細胞痣	xm[ne tm[hd xk[xp vi[bu xi[st bc[ob vi[bu
先天性重脣	xm[ne tm[hd xk[xp vs[ph iy[ik
先天性腫瘤	xm[ne tm[hd xk[xp vs[ov lq[bp
線條結構	xm[sj tn[wa jp[su gz[ab
線頭影測量機	xm[sj tz[dd yk[op ce[db ll[oh ji[aj
線頭影測量片	xm[sj tz[dd yk[op ce[db ll[oh pm[pu
纖維斑塊	xm[sq ww[sv bj[ww kk[tv
纖維變性	xm[sq ww[sv bm[yy xk[xp
顯微操縱器	xm[oy ww[ru cc[fk zs[sr qi[kq
顯微操作	xm[oy ww[ru cc[fk zo[rv
顯微操作器	xm[oy ww[ru cc[fk zo[rv qi[kq
纖維醋法酯	xm[sq ww[sv cu[yg fa[dt vi[yb
纖維蛋白	xm[sq ww[sv dj[pi bd[po
纖維蛋白裂解產物	xm[sq ww[sv dj[pi bd[po lp[hy jp[dd ij[lp wu[nb
纖維蛋白酶	xm[sq ww[sv dj[pi bd[po mw[yr
纖維蛋白粘合劑	xm[sq ww[sv dj[pi bd[po nm[mb he[rh ji[wd
纖維蛋白溶解抑制劑	xm[sq ww[sv dj[pi bd[po rs[dx jp[dd yi[fp vi[nd ji[wd
纖維蛋白套	xm[sq ww[sv dj[pi bd[po tc[di
纖維蛋白性血栓	xm[sq ww[sv dj[pi bd[po xk[xp xt[pm ur[ar
纖維蛋白樣變性	xm[sq ww[sv dj[pi bd[po yh[ay bm[yy xk[xp
纖維蛋白原	xm[sq ww[sv dj[pi bd[po yr[ib
纖維蛋白粘口服液	xm[sq ww[sv dj[pi bd[po vj[mb kz[uv fu[oe ye[dw
纖維二糖	xm[sq ww[sv er[hh th[mg
纖維二糖磷酸化酶	xm[sq ww[sv er[hh th[mg lb[em sr[ys hx[rq mw[yr
纖維二糖酶	xm[sq ww[sv er[hh th[mg mw[yr
顯微縫合	xm[oy ww[ru fg[sw he[rh
顯微光度計	xm[oy ww[ru gl[xe du[gn ji[yu
纖維糊精磷酸化酶	xm[sq ww[sv hu[mg jk[mf lb[em sr[ys hx[rq mw[yr
纖維化	xm[sq ww[sv hx[rq
纖維己糖	xm[sq ww[sv ji[kv th[mg
纖維連接蛋白	xm[sq ww[sv lm[iz jp[fl dj[pi bd[po
纖維連結蛋白	xm[sq ww[sv lm[iz jp[su dj[pi bd[po
顯微美容外科	xm[oy ww[ru mw[bw rs[xr wd[xb ke[hd
纖維酶原	xm[sq ww[sv mw[yr yr[ib
顯微切割	xm[oy ww[ru qp[qd ge[gd
纖維肉瘤	xm[sq ww[sv rz[kr lq[bp
纖維上皮瘤	xm[sq ww[sv uh[bh pi[vp lq[bp
顯微神經外科	xm[oy ww[ru uf[uo jk[ss wd[xb ke[hd
纖維四糖	xm[sq ww[sv si[we th[mg
纖維素類	xm[sq ww[sv su[fy lw[md
纖維素酶	xm[sq ww[sv su[fy mw[yr
纖維素食物	xm[sq ww[sv su[fy ui[rl wu[nb
纖維素衍生物	xm[sq ww[sv su[fy yj[rd ug[pf wu[nb
顯微外科	xm[oy ww[ru wd[xb ke[hd
纖維戊糖	xm[sq ww[sv wu[iv th[mg
纖維腺瘤	xm[sq ww[sv xm[ob lq[bp
纖維性顫動	xm[sq ww[sv xk[xp ij[wy ds[el
纖維性牙齦瘤	xm[sq ww[sv xk[xp ya[hv yb[vg lq[bp
顯微血管外科	xm[oy ww[ru xt[pm gr[vg wd[xb ke[hd
纖維粘連蛋白	xm[sq ww[sv vj[mb lm[iz dj[pi bd[po
顯微照片	xm[oy ww[ru vc[od pm[pu
顯微照相	xm[oy ww[ru vc[od xl[am
陷窩	xm[ed wo[xk
陷窩韌帶疝	xm[ed wo[xk rf[wd dd[cj uj[bu
先希	xm[ne xi[iu
腺細胞	xm[ob xi[st bc[ob
涎腺導管閉鎖	xm[dp xm[ob dc[kc gr[vg bi[mc so[jx
涎腺導管擴張	xm[dp xm[ob dc[kc gr[vg ko[fg vh[gi
涎腺分泌抑制	xm[dp xm[ob ff[bd mi[dx yi[fp vi[nd
涎腺化生	xm[dp xm[ob hx[rq ug[pf
涎腺瘻	xm[dp xm[ob lz[bm
涎腺融合	xm[dp xm[ob rs[hi he[rh
涎腺下頜骨舌側陷入	xm[dp xm[ob xx[hb he[ry gu[ko ue[qk ce[rb xm[ed ru[pd
涎腺增生	xm[dp xm[ob zg[tb ug[pf
顯象劑	xm[oy xl[dk ji[wd
現象係數	xm[wj xl[dk xi[py uu[mw
線性代謝途徑	xm[sj xk[xp dd[rq xp[yu tu[rz jk[rs
線性多聚磷酸	xm[sj xk[xp do[xx ju[ep lb[em sr[ys
顯性負效應	xm[oy xk[xp fu[db xn[lw yk[gx
顯性基因互補	xm[oy xk[xp ji[qt yb[wd hu[hv bu[yb
線性生長	xm[sj xk[xp ug[pf vh[ph
線形體	xm[sj xk[kp ti[ra
顯性突變	xm[oy xk[xp tu[xq bm[yy
顯性性狀	xm[oy xk[xp xk[xp vl[dq
限性遺傳	xm[eg xk[xp yi[vz ir[re
線性抑制	xm[sj xk[xp yi[fp vi[nd
限雄	xm[eg xs[uv
限雄基因	xm[eg xs[uv ji[qt yb[wd
酰溴偶姻	xm[yn xq[dz ou[ro yb[nw
仙遺糧	xm[ru yi[vz ll[ml
腺乙酸	xm[ob yi[vv sr[ys
仙影掌鹼	xm[ru yk[op vh[xf jm[ew
先友	xm[ne yz[uy
癇愈	xm[bm yu[rx
癇愈膠囊	xm[bm yu[rx jn[ol nh[hk
腺原氨酸	xm[ob yr[ib an[qg sr[ys
仙樂雄	xm[ru yt[px xs[uv
仙樂雄膠囊	xm[ru yt[px xs[uv jn[ol nh[hk
先證者	xm[ne vg[yh ve[to
癇症鎮心丸	xm[bm vg[bh vf[ju xb[dv wj[jd
限制酶基因	xm[eg vi[nd mw[yr ji[qt yb[wd
限制酶切	xm[eg vi[nd mw[yr qp[qd
限制酶切片段	xm[eg vi[nd mw[yr qp[qd pm[pu dr[pj
限制酶切圖	xm[eg vi[nd mw[yr qp[qd tu[ww
限制酶切圖譜	xm[eg vi[nd mw[yr qp[qd tu[ww pu[yb
限制性長度多態性	xm[eg vi[nd xk[xp ih[ph du[gn do[xx td[dx xk[xp
限制性酶切圖譜	xm[eg vi[nd xk[xp mw[yr qp[qd tu[ww pu[yb
限制性酶切位點	xm[eg vi[nd xk[xp mw[yr qp[qd ww[rl dm[bd
限制性內切酶	xm[eg vi[nd xk[xp nw[kr qp[qd mw[yr
限制因子	xm[eg vi[nd yb[wd zi[lh
鮮竹瀝	xm[yy vu[rr li[di
鮮竹瀝口服液	xm[yy vu[rr li[di kz[uv fu[oe ye[dw
氙注射液	xm[qu vu[dd ue[uc ye[dw
線狀瘢痕	xm[sj vl[dq bj[bv hf[bg
線狀扁平苔蘚	xm[sj vl[dq bm[hk pk[hb td[cs xm[cy
線狀苔蘚	xm[sj vl[dq td[cs xm[cy
腺組織	xm[ob zu[sq vi[sk
香白芷	xl[ho bd[po vi[cv
象貝	xl[dk bw[kr
香冰祛痛氣霧劑	xl[ho bk[du qu[ut ts[bs qi[rh wu[yw ji[wd
香草扁桃酸	xl[ho cc[co bm[hk tc[av sr[ys
香草二乙胺	xl[ho cc[co er[hh yi[vv an[og
香草基扁桃酸	xl[ho cc[co ji[qt bm[hk tc[av sr[ys
香草木鹼	xl[ho cc[co mu[ub jm[ew
香草醛	xl[ho cc[co qr[yc
香草醛片	xl[ho cc[co qr[yc pm[pu
香草酸	xl[ho cc[co sr[ys
相差顯微鏡	xl[am ia[yg xm[oy ww[ru jk[jl
向觸性	xl[pk iu[di xk[xp
香丹注射液	xl[ho dj[kw vu[dd ue[uc ye[dw
向地性	xl[pk di[ty xk[xp
向頂運輸頂體蛋白	xl[pk dk[dy yy[ez uu[ir dk[dy ti[ra dj[pi bd[po
香豆素	xl[ho dz[hk su[fy
香豆酸	xl[ho dz[hk sr[ys
相對標準誤差	xl[am dv[yc bn[ae vy[dv wu[yk ia[yg
相對密度測定法	xl[am dv[yc mi[gu du[gn ce[db dk[gp fa[dt
相對面潰瘍	xl[am dv[yc mm[ew kv[dv yh[bv
相對生物利用度	xl[am dv[yc ug[pf wu[nb li[hd ys[ou du[gn
香附	xl[ho fu[er
香附調經止痛	xl[ho fu[er tn[yk jk[ss vi[uh ts[bs
香附調經止痛丸	xl[ho fu[er tn[yk jk[ss vi[uh ts[bs wj[jd
香附丸	xl[ho fu[er wj[jd
香附丸水丸	xl[ho fu[er wj[jd uv[uu wj[jd
香茯益血	xl[ho fu[cr yi[bm xt[pm
香茯益血口服液	xl[ho fu[cr yi[bm xt[pm kz[uv fu[oe ye[dw
香根草酮	xl[ho gf[ag cc[co ts[yk
香菇多糖	xl[ho gu[cn do[xx th[mg
香菇多糖片	xl[ho gu[cn do[xx th[mg pm[pu
香菇多糖注射液	xl[ho gu[cn do[xx th[mg vu[dd ue[uc ye[dw
香菇菌多糖	xl[ho gu[cn jy[cw do[xx th[mg
香菇菌多糖片	xl[ho gu[cn jy[cw do[xx th[mg pm[pu
香菇菌多糖香菇多糖	xl[ho gu[cn jy[cw do[xx th[mg xl[ho gu[cn do[xx th[mg
相關變異	xl[am gr[bt bm[yy yi[kc
相關譜	xl[am gr[bt pu[yb
香桂活血	xl[ho gv[at ho[dq xt[pm
香桂活血膏	xl[ho gv[at ho[dq xt[pm gc[wk
香果健消	xl[ho go[oa jm[ry xn[dx
香果健消膠囊	xl[ho go[oa jm[ry xn[dx jn[ol nh[hk
香果健消片	xl[ho go[oa jm[ry xn[dx pm[pu
香果脂	xl[ho go[oa vi[ob
香旱芹	xl[ho hj[og qb[cj
香荷止癢	xl[ho he[cr vi[uh yh[by
香荷止癢軟膏	xl[ho he[cr vi[uh yh[by rr[id gc[wk
相互易位	xl[am hu[hv yi[ob ww[rl
向化性	xl[pk hx[rq xk[xp
向化因子	xl[pk hx[rq yb[wd zi[lh
響環	xl[kp hr[wb
香加皮	xl[ho jx[lk pi[vp
相間分離	xl[am jm[mo ff[bd li[wk
橡膠膏劑	xl[ad jn[ol gc[wk ji[wd
橡膠塞	xl[ad jn[ol sd[gt
香蕉香精	xl[ho jn[cv xl[ho jk[mf
香菊	xl[ho ju[cb
香菊感冒	xl[ho ju[cb gj[wx mc[om
香菊感冒顆粒	xl[ho ju[cb gj[wx mc[om ke[oy li[ml
香菊含漱液	xl[ho ju[cb hj[rk uu[dh ye[dw
香菊活血	xl[ho ju[cb ho[dq xt[pm
香菊活血丸	xl[ho ju[cb ho[dq xt[pm wj[jd
香菊膠囊	xl[ho ju[cb jn[ol nh[hk
香菊顆粒	xl[ho ju[cb ke[oy li[ml
香菊片	xl[ho ju[cb pm[pu
香橘丸	xl[ho ju[ay wj[jd
香連化滯	xl[ho lm[iz hx[rq vi[dc
香連化滯片	xl[ho lm[iz hx[rq vi[dc pm[pu
香連化滯丸	xl[ho lm[iz hx[rq vi[dc wj[jd
香連膠囊	xl[ho lm[iz jn[ol nh[hk
香連顆粒	xl[ho lm[iz ke[oy li[ml
香連片	xl[ho lm[iz pm[pu
香連素	xl[ho lm[iz su[fy
香連素片	xl[ho lm[iz su[fy pm[pu
香蓮丸	xl[ho lm[ci wj[jd
香連丸	xl[ho lm[iz wj[jd
香連丸濃縮丸	xl[ho lm[iz wj[jd ns[dg so[sg wj[jd
香連止瀉	xl[ho lm[iz vi[uh xp[dg
香連止瀉片	xl[ho lm[iz vi[uh xp[dg pm[pu
香鱗	xl[ho lb[ym
相鄰分離	xl[am lb[re ff[bd li[wk
響鈴豆鹼	xl[kp lk[jr dz[hk jm[ew
香鹿益陽膠囊	xl[ho lu[gb yi[bm yh[eo jn[ol nh[hk
香貓酮	xl[ho mc[qc ts[yk
向內生長	xl[pk nw[kr ug[pf vh[ph
象皮	xl[dk pi[vp
橡皮管止血帶	xl[ad pi[vp gr[vg vi[uh xt[pm dd[cj
橡皮生肌	xl[ad pi[vp ug[pf ji[oj
象皮生肌膏	xl[dk pi[vp ug[pf ji[oj gc[wk
橡皮生肌膏	xl[ad pi[vp ug[pf ji[oj gc[wk
橡皮障	xl[ad pi[vp vh[el
橡皮障打孔器	xl[ad pi[vp vh[el da[fd ks[zv qi[kq
橡皮障夾	xl[ad pi[vp vh[el jx[hb
橡皮障架	xl[ad pi[vp vh[el jx[la
橡皮障夾鉗	xl[ad pi[vp vh[el jx[hb qm[jg
鑲嵌模型流體	xl[jw qm[ug mo[ac xk[kt lq[dw ti[ra
鑲嵌型載體	xl[jw qm[ug xk[kt zd[ti ti[ra
香青百草油	xl[ho qk[fo bd[eo cc[co yz[dy
香青百草油搽劑	xl[ho qk[fo bd[eo cc[co yz[dy ia[fc ji[wd
湘曲	xl[da qu[ou
向熱性	xl[pk re[fd xk[xp
向日性	xl[pk ri[wh xk[xp
香茹	xl[ho ru[cn
香薷	xl[ho ru[cy
香茹草	xl[ho ru[cn cc[co
香茹多糖	xl[ho ru[cn do[xx th[mg
香薷散	xl[ho ru[cy sj[gw
香砂參術茶	xl[ho ua[ex cj[sd uu[ad ia[cr
香砂和胃	xl[ho ua[ex he[hk ww[to
香砂和胃丸	xl[ho ua[ex he[hk ww[to wj[jd
香砂和中丸	xl[ho ua[ex he[hk vs[ku wj[jd
香砂積術丸	xl[ho ua[ex ji[hk uu[ad wj[jd
香砂理中	xl[ho ua[ex li[wo vs[ku
香砂理中丸	xl[ho ua[ex li[wo vs[ku wj[jd
香砂六君	xl[ho ua[ex lq[wb jy[xk
香砂六君口服液	xl[ho ua[ex lq[wb jy[xk kz[uv fu[oe ye[dw
香砂六君濃縮丸	xl[ho ua[ex lq[wb jy[xk ns[dg so[sg wj[jd
香砂六君片	xl[ho ua[ex lq[wb jy[xk pm[pu
香砂六君丸	xl[ho ua[ex lq[wb jy[xk wj[jd
香砂六君子湯	xl[ho ua[ex lq[wb jy[xk zi[lh th[dv
香砂平胃	xl[ho ua[ex pk[hb ww[to
香砂平胃顆粒	xl[ho ua[ex pk[hb ww[to ke[oy li[ml
香砂平胃散	xl[ho ua[ex pk[hb ww[to sj[gw
香砂平胃丸	xl[ho ua[ex pk[hb ww[to wj[jd
香砂胃苓	xl[ho ua[ex ww[to lk[cr
香砂胃苓丸	xl[ho ua[ex ww[to lk[cr wj[jd
香砂胃痛	xl[ho ua[ex ww[to ts[bs
香砂胃痛散	xl[ho ua[ex ww[to ts[bs sj[gw
香砂養胃	xl[ho ua[ex yh[yp ww[to
香砂養胃膠囊	xl[ho ua[ex yh[yp ww[to jn[ol nh[hk
香砂養胃顆粒	xl[ho ua[ex yh[yp ww[to ke[oy li[ml
香砂養胃口服液	xl[ho ua[ex yh[yp ww[to kz[uv fu[oe ye[dw
香砂養胃濃縮丸	xl[ho ua[ex yh[yp ww[to ns[dg so[sg wj[jd
香砂養胃片	xl[ho ua[ex yh[yp ww[to pm[pu
香砂養胃乳劑	xl[ho ua[ex yh[yp ww[to ru[av ji[wd
香砂養胃軟膠囊	xl[ho ua[ex yh[yp ww[to rr[id jn[ol nh[hk
香砂養胃丸	xl[ho ua[ex yh[yp ww[to wj[jd
香砂枳術	xl[ho ua[ex vi[ak uu[ad
香砂枳術丸	xl[ho ua[ex vi[ak uu[ad wj[jd
香石雙解	xl[ho ui[ek ul[yy jp[dd
香石雙解袋泡茶	xl[ho ui[ek ul[yy jp[dd dd[ry pc[db ia[cr
香石雙解袋泡劑	xl[ho ui[ek ul[yy jp[dd dd[ry pc[db ji[wd
向溼性	xl[pk ui[do xk[xp
香石竹斑駁病毒組	xl[ho ui[ek vu[rr bj[ww bo[mi bk[bh du[fm zu[sq
香石竹潛病毒組	xl[ho ui[ek vu[rr qm[de bk[bh du[fm zu[sq
向水性	xl[pk uv[uu xk[xp
相似蛋白	xl[am si[rs dj[pi bd[po
相思子鹼	xl[am si[tx zi[lh jm[ew
香蘇顆粒	xl[ho su[cl ke[oy li[ml
香蘇調胃	xl[ho su[cl tn[yk ww[to
香蘇調胃片	xl[ho su[cl tn[yk ww[to pm[pu
香蘇正胃	xl[ho su[cl vg[hv ww[to
香蘇正胃丸	xl[ho su[cl vg[hv ww[to wj[jd
香唐松草鹼	xl[ho th[gx ss[ab cc[co jm[ew
香藤	xl[ho tg[co
香藤膠囊	xl[ho tg[co jn[ol nh[hk
向天盞	xl[pk tm[hd vj[jm
香通片	xl[ho ts[sz pm[pu
向頭側	xl[pk tz[dd ce[rb
鄉土觀念	xl[sp tu[uh gr[yj nm[rx
鄉土種	xl[sp tu[uh vs[hv
響尾蛇毒酶	xl[kp ww[um ue[ig du[fm mw[yr
向尾生長	xl[pk ww[um ug[pf vh[ph
向溫性	xl[pk wf[do xk[xp
香藥風溼止痛膏	xl[ho yc[cs fg[ji ui[do vi[uh ts[bs gc[wk
香藥胃安	xl[ho yc[cs ww[to an[gn
香藥胃安膠囊	xl[ho yc[cs ww[to an[gn jn[ol nh[hk
香藥胃安顆粒	xl[ho yc[cs ww[to an[gn ke[oy li[ml
向藥性	xl[pk yc[cs xk[xp
香葉醇	xl[ho ye[ku iy[yw
香葉醇軟膠囊	xl[ho ye[ku iy[yw rr[id jn[ol nh[hk
香葉烯	xl[ho ye[ku xi[hi
香榆胃舒	xl[ho yu[ar ww[to uu[ry
香榆胃舒口服液	xl[ho yu[ar ww[to uu[ry kz[uv fu[oe ye[dw
香櫞	xl[ho yr[as
香元和胃顆粒	xl[ho yr[ee he[hk ww[to ke[oy li[ml
香雲肝泰	xl[ho yy[es gj[og td[su
香雲肝泰顆粒	xl[ho yy[es gj[og td[su ke[oy li[ml
香雲肝泰片	xl[ho yy[es gj[og td[su pm[pu
象徵圖	xl[dk vg[rh tu[ww
香芷正氣膠囊	xl[ho vi[cv vg[hv qi[rh jn[ol nh[hk
消癌平	xn[dx ai[bk pk[hb
消癌平膠囊	xn[dx ai[bk pk[hb jn[ol nh[hk
消癌平咀嚼片	xn[dx ai[bk pk[hb ju[kq jt[ka pm[pu
消癌平顆粒	xn[dx ai[bk pk[hb ke[oy li[ml
消癌平口服液	xn[dx ai[bk pk[hb kz[uv fu[oe ye[dw
消癌平片	xn[dx ai[bk pk[hb pm[pu
消癌平糖漿	xn[dx ai[bk pk[hb th[mg jl[du
消癌平注射液	xn[dx ai[bk pk[hb vu[dd ue[uc ye[dw
小白	xn[ub bd[po
消白	xn[dx bd[po
消白酊	xn[dx bd[po dk[yd
小敗毒	xn[ub bd[bw du[fm
小敗毒膏	xn[ub bd[bw du[fm gc[wk
消白口服液	xn[dx bd[po kz[uv fu[oe ye[dw
消白軟膏	xn[dx bd[po rr[id gc[wk
消斑膠囊	xn[dx bj[ww jn[ol nh[hk
消斑丸	xn[dx bj[ww wj[jd
小半夏	xn[ub bj[bf xx[ew
小半夏口服液	xn[ub bj[bf xx[ew kz[uv fu[oe ye[dw
小半夏湯	xn[ub bj[bf xx[ew th[dv
小苞片	xn[ub bc[cb pm[pu
小孢幽趕赴	xn[ub bc[zb yz[yy gj[zg fu[zb
小孢子母細胞	xn[ub bc[zb zi[lh mu[vv xi[st bc[ob
小孢子囊	xn[ub bc[zb zi[lh nh[hk
小孢子葉	xn[ub bc[zb zi[lh ye[ku
硝苯地平	xn[ex bf[ca di[ty pk[hb
硝苯地平緩釋膠囊	xn[ex bf[ca di[ty pk[hb hr[sa ui[py jn[ol nh[hk
硝苯地平緩釋片	xn[ex bf[ca di[ty pk[hb hr[sa ui[py pm[pu
硝苯地平膠囊	xn[ex bf[ca di[ty pk[hb jn[ol nh[hk
硝苯地平膠丸	xn[ex bf[ca di[ty pk[hb jn[ol wj[jd
硝苯地平控釋片	xn[ex bf[ca di[ty pk[hb ks[fx ui[py pm[pu
硝苯地平片	xn[ex bf[ca di[ty pk[hb pm[pu
硝苯地平注射液	xn[ex bf[ca di[ty pk[hb vu[dd ue[uc ye[dw
硝苯呋海因	xn[ex bf[ca fu[ke hd[dr yb[wd
小檗胺	xn[ub bo[ua an[og
小檗胺片	xn[ub bo[ua an[og pm[pu
小檗鹼	xn[ub bo[ua jm[ew
小檗鹼甲氧苄啶	xn[ub bo[ua jm[ew jx[ou yh[qy bm[cd dk[kg
小檗鹼甲氧苄啶膠囊	xn[ub bo[ua jm[ew jx[ou yh[qy bm[cd dk[kg jn[ol nh[hk
小檗鹼甲氧苄啶片	xn[ub bo[ua jm[ew jx[ou yh[qy bm[cd dk[kg pm[pu
小檗鹼膠囊	xn[ub bo[ua jm[ew jn[ol nh[hk
小檗鹼片	xn[ub bo[ua jm[ew pm[pu
小檗眼藥膏	xn[ub bo[ua yj[mg yc[cs gc[wk
小檗因	xn[ub bo[ua yb[wd
小柴胡	xn[ub id[va hu[go
小柴胡顆粒	xn[ub id[va hu[go ke[oy li[ml
小柴胡片	xn[ub id[va hu[go pm[pu
小柴胡湯	xn[ub id[va hu[go th[dv
小柴胡湯丸	xn[ub id[va hu[go th[dv wj[jd
小柴胡湯丸濃縮丸	xn[ub id[va hu[go th[dv wj[jd ns[dg so[sg wj[jd
小腸惡性淋巴瘤	xn[ub ih[ov ee[hx xk[xp lb[da ba[ku lq[bp
小腸梗阻	xn[ub ih[ov gg[ah zu[eq
小腸瘻	xn[ub ih[ov lz[bm
消腸通便膠囊	xn[dx ih[ov ts[sz bm[rh jn[ol nh[hk
小腸繫膜	xn[ub ih[ov xi[py mo[oc
小腸移植	xn[ub ih[ov yi[hx vi[au
小腸主液	xn[ub ih[ov vu[dw ye[dw
小承氣湯	xn[ub ig[lu qi[rh th[dv
消喘	xn[dx ir[ku
哮喘持續狀態	xn[kt ir[ku ii[ft xu[su vl[dq td[dx
消喘膏	xn[dx ir[ku gc[wk
哮喘固本丸	xn[kt ir[ku gu[wg bf[ah wj[jd
哮喘膠囊	xn[kt ir[ku jn[ol nh[hk
哮喘菌苗	xn[kt ir[ku jy[cw mn[ct
