阿比可糖	aa[ek bi[bb ke[dk th[mg
糖基化	th[mg ji[qt hx[rq
羰基化	th[yu ji[qt hx[rq
糖基化磷酸多萜醇	th[mg ji[qt hx[rq lb[em sr[ys do[xx tp[cj iy[yw
糖基化酶	th[mg ji[qt hx[rq mw[yr
糖基化位點	th[mg ji[qt hx[rq ww[rl dm[bd
糖基化作用	th[mg ji[qt hx[rq zo[rv ys[ou
羰基岐化酶	th[yu ji[qt qi[uu hx[rq mw[yr
糖脊髓液	th[mg ji[uo sv[gu ye[dw
糖基天冬醯胺酶	th[mg ji[qt tm[hd ds[wd xm[yn an[og mw[yr
糖基轉移酶	th[mg ji[qt vr[ie yi[hx mw[yr
糖酵解	th[mg jn[yt jp[dd
糖酵解酶	th[mg jn[yt jp[dd mw[yr
糖酵解途徑	th[mg jn[yt jp[dd tu[rz jk[rs
糖類	th[mg lw[md
糖類碳水化合物	th[mg lw[md tj[eu uv[uu hx[rq he[rh wu[nb
糖量測定法	th[mg ll[oh ce[db dk[gp fa[dt
糖磷酸酯主鏈	th[mg lb[em sr[ys vi[yb vu[dw lm[ji
糖磷脂	th[mg lb[em vi[ob
羰絡肌紅蛋白	th[yu lo[sw ji[oj hs[sg dj[pi bd[po
羰絡血紅素	th[yu lo[sw xt[pm hs[sg su[fy
糖酶	th[mg mw[yr
糖醚	th[mg mi[ym
唐南氏平衡	th[gx nj[uk ui[pq pk[hb hg[rd
糖腦苷脂	th[mg nc[ow gj[cg vi[ob
糖尿病疹	th[mg nn[uu bk[bh vf[br
糖濃度單位	th[mg ns[dg du[gn dj[bo ww[rl
糖皮質激素	th[mg pi[vp vi[pu ji[db su[fy
糖皮質類固醇	th[mg pi[vp vi[pu lw[md gu[wg iy[yw
糖皮質甾類	th[mg pi[vp vi[pu zd[vt lw[md
糖鞘氨醇	th[mg qn[gx an[qg iy[yw
糖球劑	th[mg qq[wh ji[wd
糖醛酸	th[mg qr[yc sr[ys
糖醛酸磷壁酸	th[mg qr[yc sr[ys lb[em bi[ut sr[ys
糖醛酸鹽	th[mg qr[yc sr[ys yj[tm
糖式	th[mg ui[qg
唐氏綜合徵	th[gx ui[pq zs[sg he[rh vg[rh
糖順序	th[mg uy[iy xu[gy
唐斯分析法	th[gx si[qj ff[bd xi[aj fa[dt
唐松草檗鹼	th[gx ss[ab cc[co bo[ua jm[ew
糖酸頂碳降解	th[mg sr[ys dk[dy tj[eu jl[ew jp[dd
糖肽	th[mg td[od
糖羰酸	th[mg th[yu sr[ys
糖酮酸	th[mg ts[yk sr[ys
糖酮酸鹽	th[mg ts[yk sr[ys yj[tm
糖新陳代謝	th[mg xb[lj if[eq dd[rq xp[yu
糖型	th[mg xk[kt
糖血癥	th[mg xt[pm vg[bh
糖元	th[mg yr[ee
糖原	th[mg yr[ib
糖原病	th[mg yr[ib bk[bh
糖元儲積障礙肝	th[mg yr[ee iu[ry ji[hk vh[el ai[eo gj[og
糖原分解	th[mg yr[ib ff[bd jp[dd
糖原分解不足	th[mg yr[ib ff[bd jp[dd bu[eu zu[kv
糖原分解作用	th[mg yr[ib ff[bd jp[dd zo[rv ys[ou
糖原合成酶	th[mg yr[ib he[rh ig[wv mw[yr
糖原積儲症	th[mg yr[ib ji[hk iu[ry vg[bh
糖元積累病	th[mg yr[ee ji[hk lw[ty bk[bh
糖原積累病	th[mg yr[ib ji[hk lw[ty bk[bh
糖元積累症	th[mg yr[ee ji[hk lw[ty vg[bh
糖原積累症	th[mg yr[ib ji[hk lw[ty vg[bh
糖原顆粒	th[mg yr[ib ke[oy li[ml
糖原磷酸化酶	th[mg yr[ib lb[em sr[ys hx[rq mw[yr
糖原酶	th[mg yr[ib mw[yr
糖原生成	th[mg yr[ib ug[pf ig[wv
糖原生成作用	th[mg yr[ib ug[pf ig[wv zo[rv ys[ou
糖原穩定作用	th[mg yr[ib wf[hd dk[gp zo[rv ys[ou
糖原異生	th[mg yr[ib yi[kc ug[pf
糖原異生作用	th[mg yr[ib yi[kc ug[pf zo[rv ys[ou
糖原貯積病	th[mg yr[ib vu[bg ji[hk bk[bh
糖原貯積症	th[mg yr[ib vu[bg ji[hk vg[bh
糖脂	th[mg vi[ob
糖脂的一類	th[mg vi[ob de[bb yi[hh lw[md
糖指紋分析	th[mg vi[fb wf[sw ff[bd xi[aj
糖脂貯積病	th[mg vi[ob vu[bg ji[hk bk[bh
糖作圖糖定位	th[mg zo[rv tu[ww th[mg dk[gp ww[rl
逃避運動	tc[vz bi[uz yy[ez ds[el
陶瓷修復	tc[eb ci[dw xq[ru fu[ro
套疊	tc[di dp[yq
套疊鞭	tc[di dp[yq bm[gr
套疊的生長	tc[di dp[yq de[bb ug[pf vh[ph
套管冷凍	tc[di gr[vg lg[dr ds[dq
套籠交配	tc[di ls[vy jn[li pw[yk
套囊	tc[di nh[hk
套入法尿道成形術	tc[di ru[pd fa[dt nn[uu dc[bz ig[wv xk[kp uu[ad
套細胞	tc[di xi[st bc[ob
陶西格分流術	tc[eb xi[hk ge[aw ff[bd lq[dw uu[ad
陶腺激素	tc[eb xm[ob ji[db su[fy
淘選技術	tc[db xr[nz ji[fu uu[ad
套牙	tc[di ya[hv
套眼點	tc[di yj[mg dm[bd
陶製過濾器	tc[eb vi[nd go[cz lv[dh qi[kq
套狀撕脫傷	tc[di vl[dq si[fq to[ob uh[rr
特發性瘢痕疙瘩	te[nt fa[vy xk[xp bj[bv hf[bg ge[br da[bc
特發性不育症	te[nt fa[vy xk[xp bu[eu yu[wo vg[bh
特發性腹膜後纖維化	te[nt fa[vy xk[xp fu[or mo[oc hz[pk xm[sq ww[sv hx[rq
特發性鞘膜積液	te[nt fa[vy xk[xp qn[gx mo[oc ji[hk ye[dw
特發性陰囊壞疽	te[nt fa[vy xk[xp yb[eo nh[hk hk[tb ju[bq
特夫素	te[nt fu[er su[fy
特化	te[nt hx[rq
特化作用	te[nt hx[rq zo[rv ys[ou
特克斯插入式分流術	te[nt ke[ge si[qj ia[fq ru[pd ui[qg ff[bd lq[dw uu[ad
特雷拉徵	te[nt lw[yt la[fl vg[rh
特立中央胎座式	te[nt li[lh vs[ku yh[kd td[os zo[gr ui[qg
特倫德倫堡試驗	te[nt ly[rr de[ru ly[rr bc[rt ui[yq yj[mr
特洛鹼	te[nt lo[dw jm[ew
特納氏綜合症	te[nt na[sk ui[pq zs[sg he[rh vg[bh
特納牙	te[nt na[sk ya[hv
特納綜合徵	te[nt na[sk zs[sg he[rh vg[rh
特殊分化粘膜	te[nt uu[hp ff[bd hx[rq nm[mb mo[oc
特殊感覺器官	te[nt uu[hp gj[wx jt[xj qi[kq gr[gu
特殊配合力	te[nt uu[hp pw[yk he[rh li[vp
特殊適應	te[nt uu[hp ui[qz yk[gx
特威德三角	te[nt ww[wh de[ru sj[hh jn[do
特性分類	te[nt xk[xp ff[bd lw[md
特性粘度	te[nt xk[xp nm[mb du[gn
特需營養要求型	te[nt xu[ye yk[ck yh[yp yc[xn qq[hu xk[kt
特異反應	te[nt yi[kc fj[py yk[gx
特異反應性	te[nt yi[kc fj[py yk[gx xk[xp
特異界面區	te[nt yi[kc jp[tr mm[ew qu[ki
特異酶	te[nt yi[kc mw[yr
特異免疫	te[nt yi[kc mm[dk yi[bj
特異凝集	te[nt yi[kc nk[db ji[va
特異輸運	te[nt yi[kc uu[ir yy[ez
特異體質	te[nt yi[kc ti[ra vi[pu
特異突觸	te[nt yi[kc tu[xq iu[di
特異相互作用	te[nt yi[kc xl[am hu[hv zo[rv ys[ou
特異性	te[nt yi[kc xk[xp
特異性免疫	te[nt yi[kc xk[xp mm[dk yi[bj
特異性體質	te[nt yi[kc xk[xp ti[ra vi[pu
特異性修飾因子	te[nt yi[kc xk[xp xq[ru ui[ur yb[wd zi[lh
特異性轉導	te[nt yi[kc xk[xp vr[ie dc[kc
特異轉運	te[nt yi[kc vr[ie yy[ez
特異座位測驗	te[nt yi[kc zo[gr ww[rl ce[db yj[mr
特應性	te[nt yk[gx xk[xp
特應性變態反應	te[nt yk[gx xk[xp bm[yy td[dx fj[py yk[gx
特應性皮炎	te[nt yk[gx xk[xp pi[vp yj[hh
特應性哮喘	te[nt yk[gx xk[xp xn[kt ir[ku
特有分佈	te[nt yz[uo ff[bd bu[uj
特有屬	te[nt yz[uo uu[up
特優種	te[nt yz[ry vs[hv
特徵性抗體	te[nt vg[rh xk[xp kh[fw ti[ra
特徵序列	te[nt vg[rh xu[gy lp[hd
特製色條	te[nt vi[nd se[db tn[wa
藤本植物	tg[co bf[ah vi[au wu[nb
藤苷	tg[co gj[cg
藤壺	tg[co hu[uy
藤黃八疊菌	tg[co hl[gy ba[pd dp[yq jy[cw
疼痛門診	tg[bw ts[bs mf[du vf[yr
疼痛受體	tg[bw ts[bs uz[ay ti[ra
體被	ti[ra bw[yp
體壁	ti[ra bi[ut
體壁層	ti[ra bi[ut cg[ue
體壁靜脈	ti[ra bi[ut jk[fd md[od
體壁羊膜	ti[ra bi[ut yh[bs mo[oc
體壁中胚層	ti[ra bi[ut vs[ku pw[ob cg[ue
體編號	ti[ra bm[sh hc[kk
體表高頻振盪	ti[ra bn[fy gc[wk pb[vy vf[fi dh[cd
體表寄生蟲	ti[ra bn[fy ji[gd ug[pf is[ks
體表寄生菌	ti[ra bn[fy ji[gd ug[pf jy[cw
體表寄生生物	ti[ra bn[fy ji[gd ug[pf ug[pf wu[nb
體表降溫	ti[ra bn[fy jl[ew wf[do
體表面積	ti[ra bn[fy mm[ew ji[hk
蹄部真皮	ti[zl bu[le vf[uj pi[vp
提純器	ti[fo iy[st qi[kq
替代環	ti[eo dd[rq hr[wb
替代群叢	ti[eo dd[rq qy[xy cs[rh
替代群落	ti[eo dd[rq qy[xy lo[cd
替代群落型	ti[eo dd[rq qy[xy lo[cd xk[kt
替代遺傳學	ti[eo dd[rq yi[vz ir[re xt[xz
替代治療	ti[eo dd[rq vi[ds ln[bl
替代種	ti[eo dd[rq vs[hv
提燈腔	ti[fo dg[hd ql[ox
體蒂	ti[ra di[cl
體動脈弓	ti[ra ds[el md[od gs[kv
梯度泵	ti[ab du[gn bg[eu
梯度編程儀	ti[ab du[gn bm[sh ig[hk yi[rd
梯度變異	ti[ab du[gn bm[yy yi[kc
梯度層	ti[ab du[gn cg[ue
梯度電泳	ti[ab du[gn dm[ov ys[dd
梯度分析	ti[ab du[gn ff[bd xi[aj
梯度分子篩層析	ti[ab du[gn ff[bd zi[lh ud[vu cg[ue xi[aj
梯度分子篩色譜法	ti[ab du[gn ff[bd zi[lh ud[vu se[db pu[yb fa[dt
梯度混合器	ti[ab du[gn hy[do he[rh qi[kq
梯度離心	ti[ab du[gn li[wk xb[dv
梯度凝膠電泳	ti[ab du[gn nk[db jn[ol dm[ov ys[dd
梯度培養板	ti[ab du[gn pw[tl yh[yp bj[ap
梯度洗脫	ti[ab du[gn xi[dn to[ob
體發生	ti[ra fa[vy ug[pf
體輻	ti[ra fu[ih
嚏根	ti[ku gf[ag
嚏根苷配基	ti[ku gf[ag gj[cg pw[yk ji[qt
嚏根因	ti[ku gf[ag yb[wd
提肌	ti[fo ji[oj
體積描記	ti[ra ji[hk mn[fc ji[yk
體積摩爾濃度	ti[ra ji[hk mo[gf er[dx ns[dg du[gn
體積摩爾溶液	ti[ra ji[hk mo[gf er[dx rs[dx ye[dw
體積佐劑	ti[ra ji[hk zo[ru ji[wd
體節	ti[ra jp[ce
體節板	ti[ra jp[ce bj[ap
體接受體	ti[ra jp[fl uz[ay ti[ra
體靜脈	ti[ra jk[fd md[od
體療美容	ti[ra ln[bl mw[bw rs[xr
梯敏氏酶	ti[ab mb[rw ui[pq mw[yr
梯牧草果聚糖	ti[ab mu[nw cc[co go[oa ju[ep th[mg
體囊	ti[ra nh[hk
體內測試系統	ti[ra nw[kr ce[db ui[yq xi[py ts[sw
體內寄生菌	ti[ra nw[kr ji[gd ug[pf jy[cw
體內基因工程	ti[ra nw[kr ji[qt yb[wd gs[hu ig[hk
體內平衡	ti[ra nw[kr pk[hb hg[rd
體內受精	ti[ra nw[kr uz[ay jk[mf
體內水分過多	ti[ra nw[kr uv[uu ff[bd go[cz do[xx
體內穩態	ti[ra nw[kr wf[hd td[dx
體內鍾	ti[ra nw[kr vs[jv
體能測定	ti[ra ng[sb ce[db dk[gp
提前分化	ti[fo qm[bo ff[bd hx[rq
體腔動物	ti[ra ql[ox ds[el wu[nb
體腔管	ti[ra ql[ox gr[vg
體腔肌	ti[ra ql[ox ji[oj
體腔口	ti[ra ql[ox kz[uv
體腔膜	ti[ra ql[ox mo[oc
體腔上皮	ti[ra ql[ox uh[bh pi[vp
體區分段	ti[ra qu[ki ff[bd dr[pj
提取率	ti[fo qu[ey lv[wu
提取液	ti[fo qu[ey ye[dw
體軀誘導者	ti[ra qu[uk yz[yh dc[kc ve[to
體蝨病	ti[ra ui[vp bk[bh
體視鏡	ti[ra ui[uj jk[jl
體視望遠鏡	ti[ra ui[uj wh[ww yr[ez jk[jl
蹄酸	ti[zl sr[ys
體吞	ti[ra ty[tk
體外包裝	ti[ra wd[xb bc[bk vl[dy
體外標記	ti[ra wd[xb bn[ae ji[yk
體外測定系統	ti[ra wd[xb ce[db dk[gp xi[py ts[sw
體外衝擊波碎石術	ti[ra wd[xb is[dv ji[fk bo[dp sv[ew ui[ek uu[ad
體外重組	ti[ra wd[xb is[ph zu[sq
體外存活期	ti[ra wd[xb cy[uz ho[dq qi[qo
體外動靜脈短路	ti[ra wd[xb ds[el jk[fd md[od dr[ud lu[zw
體外發生	ti[ra wd[xb fa[vy ug[pf
體外翻譯	ti[ra wd[xb fj[px yi[yy
體外活體染色	ti[ra wd[xb ho[dq ti[ra rj[da se[db
體外寄生物	ti[ra wd[xb ji[gd ug[pf wu[nb
體外基因工程	ti[ra wd[xb ji[qt yb[wd gs[hu ig[hk
體外抗原	ti[ra wd[xb kh[fw yr[ib
體外膜式氧合	ti[ra wd[xb mo[oc ui[qg yh[qy he[rh
體外循環	ti[ra wd[xb xy[rp hr[wb
體外轉錄	ti[ra wd[xb vr[ie lu[xu
體位保持	ti[ra ww[rl bc[rk ii[ft
體溫調節	ti[ra wf[do tn[yk jp[ce
體細胞	ti[ra xi[st bc[ob
體細胞變異	ti[ra xi[st bc[ob bm[yy yi[kc
體細胞重組	ti[ra xi[st bc[ob is[ph zu[sq
體細胞單性生殖	ti[ra xi[st bc[ob dj[bo xk[xp ug[pf vi[hu
體細胞互換	ti[ra xi[st bc[ob hu[hv hr[fd
體細胞基因治療	ti[ra xi[st bc[ob ji[qt yb[wd vi[ds ln[bl
體細胞接合	ti[ra xi[st bc[ob jp[fl he[rh
體細胞抗原	ti[ra xi[st bc[ob kh[fw yr[ib
體細胞克隆變異	ti[ra xi[st bc[ob ke[ge ls[ew bm[yy yi[kc
體細胞胚	ti[ra xi[st bc[ob pw[ob
體細胞染色體聯會	ti[ra xi[st bc[ob rj[da se[db ti[ra lm[eb hv[re
體細胞體	ti[ra xi[st bc[ob ti[ra
體細胞突變	ti[ra xi[st bc[ob tu[xq bm[yy
體細胞突變學說	ti[ra xi[st bc[ob tu[xq bm[yy xt[xz uo[yb
體細胞遺傳學	ti[ra xi[st bc[ob yi[vz ir[re xt[xz
體細胞誘導	ti[ra xi[st bc[ob yz[yh dc[kc
體細胞愈傷組織	ti[ra xi[st bc[ob yu[rx uh[rr zu[sq vi[sk
體細胞雜交	ti[ra xi[st bc[ob za[ja jn[li
體細胞雜種	ti[ra xi[st bc[ob za[ja vs[hv
體像	ti[ra xl[rd
體像變形	ti[ra xl[rd bm[yy xk[kp
體像蔑視	ti[ra xl[rd mp[cs ui[uj
體像手術	ti[ra xl[rd uz[su uu[ad
體像障礙	ti[ra xl[rd vh[el ai[eo
體像治療	ti[ra xl[rd vi[ds ln[bl
蹄楔	ti[zl xp[af
梯形夾板	ti[ab xk[kp jx[hb bj[ap
梯形鉗	ti[ab xk[kp qm[jg
體形塑造	ti[ra xk[kp su[nt zc[nz
蹄行性	ti[zl xk[rh xk[xp
體型學	ti[ra xk[kt xt[xz
體型指數	ti[ra xk[kt vi[fb uu[mw
體循環	ti[ra xy[rp hr[wb
體液不足	ti[ra ye[dw bu[eu zu[kv
體液檢驗學	ti[ra ye[dw jm[ar yj[mr xt[xz
體液抗體	ti[ra ye[dw kh[fw ti[ra
體液免疫	ti[ra ye[dw mm[dk yi[bj
體液免疫反應	ti[ra ye[dw mm[dk yi[bj fj[py yk[gx
體液免疫系統	ti[ra ye[dw mm[dk yi[bj xi[py ts[sw
體液免疫性	ti[ra ye[dw mm[dk yi[bj xk[xp
體運動神經	ti[ra yy[ez ds[el uf[uo jk[ss
體徵形成	ti[ra vg[rh xk[kp ig[wv
體質形成	ti[ra vi[pu xk[kp ig[wv
體中心溫度	ti[ra vs[ku xb[dv wf[do du[gn
體軸	ti[ra vz[iy
添補反應	tm[dt bu[yb fj[py yk[gx
甜菜苷	tm[qg cd[ca gj[cg
甜菜苷配基	tm[qg cd[ca gj[cg pw[yk ji[qt
甜菜黃素	tm[qg cd[ca hl[gy su[fy
甜菜鹼	tm[qg cd[ca jm[ew
甜菜醛	tm[qg cd[ca qr[yc
甜菜醛氨酸	tm[qg cd[ca qr[yc an[qg sr[ys
填充床反應器	tm[tu is[we il[ga fj[py yk[gx qi[kq
填充密度	tm[tu is[we mi[gu du[gn
填充式胸廓成形術	tm[tu is[we ui[qg xs[ob ko[gw ig[wv xk[kp uu[ad
填充塔反應器	tm[tu is[we ta[tc fj[py yk[gx qi[kq
填充質	tm[tu is[we vi[pu
填充柱	tm[tu is[we vu[ad
甜蛋白	tm[qg dj[pi bd[po
甜蛋白原前體	tm[qg dj[pi bd[po yr[ib qm[bo ti[ra
天冬氨酸	tm[hd ds[wd an[qg sr[ys
天冬氨酸氨甲酰轉移酶	tm[hd ds[wd an[qg sr[ys an[qg jx[ou xm[yn vr[ie yi[hx mw[yr
天冬氨酸蛋白酶	tm[hd ds[wd an[qg sr[ys dj[pi bd[po mw[yr
天冬氨酸激酶	tm[hd ds[wd an[qg sr[ys ji[db mw[yr
天冬氨酸酶	tm[hd ds[wd an[qg sr[ys mw[yr
天冬氨酸鹽	tm[hd ds[wd an[qg sr[ys yj[tm
天冬氨酰	tm[hd ds[wd an[qg xm[yn
天冬氨酰半乳糖酰胺酶	tm[hd ds[wd an[qg xm[yn bj[bf ru[av th[mg xm[yn an[og mw[yr
天冬氨酰甘露糖	tm[hd ds[wd an[qg xm[yn gj[nh lu[yz th[mg
天冬氨酰甘露糖酰胺酶	tm[hd ds[wd an[qg xm[yn gj[nh lu[yz th[mg xm[yn an[og mw[yr
天冬氨酰基	tm[hd ds[wd an[qg xm[yn ji[qt
天冬氨酰磷酸	tm[hd ds[wd an[qg xm[yn lb[em sr[ys
天冬氨酰葡糖胺尿症	tm[hd ds[wd an[qg xm[yn pu[cb th[mg an[og nn[uu vg[bh
天冬氨酰葡糖基胺	tm[hd ds[wd an[qg xm[yn pu[cb th[mg ji[qt an[og
天冬氨酰葡糖酰胺酶	tm[hd ds[wd an[qg xm[yn pu[cb th[mg xm[yn an[og mw[yr
天冬氨酰葡萄糖	tm[hd ds[wd an[qg xm[yn pu[cb tc[cb th[mg
天冬苯丙二肽酯	tm[hd ds[wd bf[ca bk[hk er[hh td[od vi[yb
天冬醯胺	tm[hd ds[wd xm[yn an[og
天冬醯胺酶	tm[hd ds[wd xm[yn an[og mw[yr
天冬醯胺酰	tm[hd ds[wd xm[yn an[og xm[yn
天冬醯胺酰寡糖	tm[hd ds[wd xm[yn an[og xm[yn gx[gf th[mg
天冬醯胺酰基	tm[hd ds[wd xm[yn an[og xm[yn ji[qt
天蛾科	tm[hd ee[ip ke[hd
天賦免疫	tm[hd fu[bw mm[dk yi[bj
天賦免疫性	tm[hd fu[bw mm[dk yi[bj xk[xp
天花病毒	tm[hd hx[cr bk[bh du[fm
天花病毒的可溶性抗原	tm[hd hx[cr bk[bh du[fm de[bb ke[dk rs[dx xk[xp kh[fw yr[ib
天花病毒核蛋白抗原	tm[hd hx[cr bk[bh du[fm he[aw dj[pi bd[po kh[fw yr[ib
天花粉蛋白	tm[hd hx[cr ff[mf dj[pi bd[po
甜劑	tm[qg ji[wd
添加生長	tm[dt jx[lk ug[pf vh[ph
田間持水量	tm[wu jm[mo ii[ft uv[uu ll[oh
田間試驗	tm[wu jm[mo ui[yq yj[mr
天芥菜春酸	tm[hd jp[cr cd[ca iy[so sr[ys
天芥菜定	tm[hd jp[cr cd[ca dk[gp
天芥菜鹼	tm[hd jp[cr cd[ca jm[ew
天芥菜平	tm[hd jp[cr cd[ca pk[hb
田麥角鹼	tm[wu md[fw jn[do jm[ew
甜沒藥烯	tm[qg mw[dj yc[cs xi[hi
天青蛋白	tm[hd qk[fo dj[pi bd[po
天青菌素	tm[hd qk[fo jy[cw su[fy
天然標記	tm[hd rj[xd bn[ae ji[yk
天然蛋白質	tm[hd rj[xd dj[pi bd[po vi[pu
天然抵抗力	tm[hd rj[xd di[fu kh[fw li[vp
天然化合物	tm[hd rj[xd hx[rq he[rh wu[nb
天然結構	tm[hd rj[xd jp[su gz[ab
天然抗體	tm[hd rj[xd kh[fw ti[ra
天然免疫	tm[hd rj[xd mm[dk yi[bj
天然免疫性	tm[hd rj[xd mm[dk yi[bj xk[xp
天然耐受	tm[hd rj[xd nd[ec uz[ay
天然殺傷細胞	tm[hd rj[xd ua[ia uh[rr xi[st bc[ob
天然樹脂	tm[hd rj[xd uu[ay vi[ob
天然調溼因子	tm[hd rj[xd tn[yk ui[do yb[wd zi[lh
天然纖維素	tm[hd rj[xd xm[sq ww[sv su[fy
天然修飾核苷	tm[hd rj[xd xq[ru ui[ur he[aw gj[cg
天然修飾鹼基	tm[hd rj[xd xq[ru ui[ur jm[ew ji[qt
天然雜交	tm[hd rj[xd za[ja jn[li
天然雜種	tm[hd rj[xd za[ja vs[hv
填塞在導管中的薄壁細胞	tm[tu sd[gt zd[ut dc[kc gr[vg vs[ku de[bb bc[cd bi[ut xi[st bc[ob
天山龍膽鹼	tm[hd uj[uk ls[yp dj[oo jm[ew
添田黴素	tm[dt tm[wu mw[yr su[fy
甜土植物	tm[qg tu[uh vi[au wu[nb
天線色素	tm[hd xm[sj se[db su[fy
田旋花	tm[wu xr[fr hx[cr
天竺葵色素	tm[hd vu[ve kv[cd se[db su[fy
天竺葵色素苷	tm[hd vu[ve kv[cd se[db su[fy gj[cg
條斑病	tn[wa bj[ww bk[bh
調變	tn[yk bm[yy
跳步文庫	tn[zv bu[vu wf[wi ku[gi
跳查文庫	tn[zv ia[ao wf[wi ku[gi
跳蟲	tn[zv is[ks
條帶移位分析	tn[wa dd[cj yi[hx ww[rl ff[bd xi[aj
調定點	tn[yk dk[gp dm[bd
調定點控制	tn[yk dk[gp dm[bd ks[fx vi[nd
跳行轉移	tn[zv hh[rh vr[ie yi[hx
調和相關	tn[yk he[hk xl[am gr[bt
調劑學	tn[yk ji[wd xt[xz
條件保守性	tn[wa jm[rn bc[rk uz[gc xk[xp
條間部	tn[wa jm[mo bu[le
條件聯繫	tn[wa jm[rn lm[eb xi[py
條件培養基	tn[wa jm[rn pw[tl yh[yp ji[qt
條件培養液	tn[wa jm[rn pw[tl yh[yp ye[dw
條件溶血試驗	tn[wa jm[rn rs[dx xt[pm ui[yq yj[mr
條件突變型	tn[wa jm[rn tu[xq bm[yy xk[kt
條件突變株	tn[wa jm[rn tu[xq bm[yy vu[ap
條間隙	tn[wa jm[mo xi[ex
條件顯性	tn[wa jm[rn xm[oy xk[xp
條件性抑制	tn[wa jm[rn xk[xp yi[fp vi[nd
條件致死	tn[wa jm[rn vi[hw si[hx
條件致死突變	tn[wa jm[rn vi[hw si[hx tu[xq bm[yy
條件致死突變體	tn[wa jm[rn vi[hw si[hx tu[xq bm[yy ti[ra
調節部位	tn[yk jp[ce bu[le ww[rl
調節代謝物	tn[yk jp[ce dd[rq xp[yu wu[nb
調節蛋白	tn[yk jp[ce dj[pi bd[po
調節機理	tn[yk jp[ce ji[aj li[wo
調節基因	tn[yk jp[ce ji[qt yb[wd
調節酶	tn[yk jp[ce mw[yr
調節密碼子	tn[yk jp[ce mi[gu ma[em zi[lh
調節位點	tn[yk jp[ce ww[rl dm[bd
調節物	tn[yk jp[ce wu[nb
調節物蛋白	tn[yk jp[ce wu[nb dj[pi bd[po
調節亞基	tn[yk jp[ce ya[hy ji[qt
調節因子	tn[yk jp[ce yb[wd zi[lh
調節肢	tn[yk jp[ce vi[ou
調節子	tn[yk jp[ce zi[lh
調聚體	tn[yk ju[ep ti[ra
調控代謝物	tn[yk ks[fx dd[rq xp[yu wu[nb
調控區	tn[yk ks[fx qu[ki
調控序列	tn[yk ks[fx xu[gy lp[hd
調理素	tn[yk li[wo su[fy
調理素療法	tn[yk li[wo su[fy ln[bl fa[dt
調理素原	tn[yk li[wo su[fy yr[ib
調理性粘連	tn[yk li[wo xk[xp vj[mb lm[iz
調理作用	tn[yk li[wo zo[rv ys[ou
條索灶	tn[wa so[uy zc[ht
跳彈傷	tn[zv tj[gb uh[rr
條紋鹼	tn[wa wf[sw jm[ew
條紋狀汗孔角化病	tn[wa wf[sw vl[dq hj[dg ks[zv jn[do hx[rq bk[bh
條紋狀苔蘚	tn[wa wf[sw vl[dq td[cs xm[cy
調諧劑	tn[yk xp[yb ji[wd
調諧密碼子	tn[yk xp[yb mi[gu ma[em zi[lh
調諧物	tn[yk xp[yb wu[nb
調諧作用	tn[yk xp[yb zo[rv ys[ou
條形斑點雜交	tn[wa xk[kp bj[ww dm[bd za[ja jn[li
條鏽病	tn[wa xq[jh bk[bh
跳躍傳導	tn[zv yt[zp ir[re dc[kc
跳躍複製	tn[zv yt[zp fu[ro vi[nd
跳躍基因	tn[zv yt[zp ji[qt yb[wd
跳躍進化	tn[zv yt[zp jb[ez hx[rq
跳躍性病變	tn[zv yt[zp xk[xp bk[bh bm[yy
跳蚤叮咬	tn[zv zc[yi dk[kd yc[kl
調整保留	tn[yk vg[hh bc[rk lq[pt
調整卵	tn[yk vg[hh lr[pe
調整密碼子	tn[yk vg[hh mi[gu ma[em zi[lh
調製劑	tn[yk vi[nd ji[wd
調製中頻電療法	tn[yk vi[nd vs[ku pb[vy dm[ov ln[bl fa[dt
貼壁培養	tp[bb bi[ut pw[tl yh[yp
貼壁細胞	tp[bb bi[ut xi[st bc[ob
貼壁因子	tp[bb bi[ut yb[wd zi[lh
鐵卟啉	tp[jp bu[kb lb[ka
鐵沉著	tp[jp if[dg vo[ym
鐵傳遞蛋白	tp[jp ir[re di[bz dj[pi bd[po
鐵蛋白	tp[jp dj[pi bd[po
鐵蛋白標記	tp[jp dj[pi bd[po bn[ae ji[yk
鐵蛋白體	tp[jp dj[pi bd[po ti[ra
鐵粒幼紅細胞	tp[jp li[ml yz[yl hs[sg xi[st bc[ob
鐵硫蛋白	tp[jp lq[ew dj[pi bd[po
鐵硫複合物	tp[jp lq[ew fu[ro he[rh wu[nb
鐵鉬蛋白	tp[jp mu[jm dj[pi bd[po
鐵杉內酯	tp[jp uj[ap nw[kr vi[yb
萜烯	tp[cj xi[hi
鐵細菌科	tp[jp xi[st jy[cw ke[hd
鐵心片	tp[jp xb[dv pm[pu
鐵鏽色小孢子菌	tp[jp xq[jh se[db xn[ub bc[zb zi[lh jy[cw
鐵氧化還原蛋白	tp[jp yh[qy hx[rq hr[bz yr[ib dj[pi bd[po
鐵氧還蛋白	tp[jp yh[qy hr[bz dj[pi bd[po
鐵幼粒	tp[jp yz[yl li[ml
鐵載體	tp[jp zd[ti ti[ra
聽側腺系統	tk[kj ce[rb xm[ob xi[py ts[sw
聽齒	tk[kj ii[vr
廷德爾氏滅菌法	tk[qj de[ru er[dx ui[pq mp[hh jy[cw fa[dt
